Rating,Waktu,Teks_Mentah,Tanggal_Scrap
5,2 tahun lalu,"Kalau ke sini, cek cuaca dulu di BMKG, sayang kalau sdh sampai sini mendung dan hujan. Enggak bisa menyaksikan kabut yg indah",2025-12-17
5,2 tahun lalu,Mantul Matahari terbitnya 👍👍👍,2025-12-17
5,2 tahun lalu,"HTM untuk camping bervariasi berkisar 15-25k/org, toiletnya juga bersih banget dan airnya juga bersih banget, untuk weekend rame banget yang camping! Bisa buat camp fire juga tinggal request ke bapak yang jaga dengan harga 30k. Ada warung-warung juga jadi ga bakal takut kelaperan stok makanan kalau camping disini haha. Pemandangannya bagus banget langsung ngadep ke timur dengan sungai yang cantik banget, pagi-pagi bisa lihat sunrise, tapi disini lokasinya tidak dingin. 👍🏻",2025-12-17
5,2 tahun lalu,Pemandangan sunrisenya beh... mantap 👍 …,2025-12-17
4,2 tahun lalu,Pemandangan MasyaAllah bagus...Kebersihan toilet kurang pebih ditingkatkan lagi...saran jika memang ada even bisa hire petugas kebersihan khususs toilet..,2025-12-17
5,2 tahun lalu,TKP.  Bagus.  Buat. Nenda. Mantap.,2025-12-17
5,2 tahun lalu,Pemandangan matahari terbit terbaik 🤩👍🏼 …,2025-12-17
5,2 tahun lalu,Tempat rekomendasi untuk camping bagi yg males naik gunung,2025-12-17
5,2 tahun lalu,View istimewa buat camping,2025-12-17
5,2 tahun lalu,Pemandangan sunrisenya beh... mantap 👍,2025-12-17
5,2 tahun lalu,Pemandangan matahari terbit terbaik 🤩👍🏼,2025-12-17
4,2 tahun lalu,"Kesini buat ngecamp, tempatnya enak, pemandangan bagus, minusnya ya wc di mushollanya pesing sama pas subuh air habis dan waktu itu pihak pengelola gak ada ditempat jadi ya pengunjung banyak yang kebingungan, apalagi waktu mau shalat subuh",2025-12-17
5,2 tahun lalu,"Pemandangan sungai dan lembah pegunungan, kalau beruntung bisa dapet momen kabut yang membuat kumpulan awan jadi kita seperti berada diatas hamparan awan, tempat cocok banget buat camping, tersedia juga fasilitas toilet, mushola, warung. Harga tiket masuk cukup murah.",2025-12-17
5,2 tahun lalu,Pengalaman dan pemandangan luar biasa. Namun jika bermalam bisa terasa dingin bagi sebagian orang. (23-24°) ​​jika menginap dan bangun di siang hari akan sangat bising karena banyak turis dari luar yang bepergian menggunakan Jeep. Karena mereka menyewa Jeep di sini. Sangat bising tapi pemandangannya sangat bagus.,2025-12-17
5,2 tahun lalu,"Masyaallah luar biasa tempatnya Awal perjalanan malam ba'da magrib dari Kulon Progo perjalanan kurang lebih memakan waktu 2 jam dikarenakan harus mampir mampir cari makan dulu Nyampe lokasi udah jam set 9 malam dan sebelumnya registrasi dulu, cuss lanjut ke tenda yang udah disiapkan karena emang udah booking. Malam nya tu aku pikir bakal dingin ternyata engga sama sekali, justru malah anget dan tidurnya juga pules pol Bangun bangun udah siap menanti sunrise deh Dapat view yang luar biasa indah, walau pun ga ada lautan awan hehe Pokoknya ini bakal jadi destinasi wisata yang keren deh, nyaman banget buat kegiatan makrab, camping keluarga, ataupun kegiatan lainnya. Masalah biaya masih bisa di tolerir karena emang ga mahal untuk persewaan perlengkapan camp nya Lokasi juga lengkap ada warung, tempat parkir, kamar mandi bersih, saluran air dan listrik, dan pendopo Udah ga usah pusing cari area camp dan kegiatan mending kesini aja 😊",2025-12-17
4,2 tahun lalu,"Semua bagus minus cuman di kamar mandi yang airnya bak tidak penuh jadi mungkin pengunjung malas nyiram dengan berish, saran mungkin pengelola bisa cek bertahap air baknya",2025-12-17
5,2 tahun lalu,Kerennnn... Bangett,2025-12-17
4,2 tahun lalu,Udaranya sangat sejuk tempat nya masih sangat asri,2025-12-17
5,2 tahun lalu,Cocok buat ngecamp deket deketan mah.. Sunrisenya juara lima...,2025-12-17
4,2 tahun lalu,Panorama alam yg menajubkan,2025-12-17
5,Diedit 2 tahun lalu,Watu Mabur tempatnya unik. Meskipun  tidak terlalu tinggi tapi di pagi hari kita seperti berada di atas awan ketika kabut muncul. Dari sini juga bisa melihat pegunungan dan Sungai Oyo. Ramah anak. …,2025-12-17
5,2 tahun lalu,Kizaru,2025-12-17
4,2 tahun lalu,Tempat sunrise terbaik,2025-12-17
5,2 tahun lalu,Pemandangannya luar biasa walau kalau agak siang panas....,2025-12-17
5,2 tahun lalu,"Tempat yang bagus, pemandangan yang bagus. Sangat direkomendasikan. Toiletnya bersih, airnya bersih dan selalu penuh, semuanya dengan harga yang terjangkau",2025-12-17
5,Diedit 2 tahun lalu,"Watu Mabur tempatnya unik. Meskipun  tidak terlalu tinggi tapi di pagi hari kita seperti berada di atas awan ketika kabut muncul. Dari sini juga bisa melihat pegunungan dan Sungai Oyo. Ramah anak.  Waktu yang tepat untuk mendapat sensasi awan adalah pagi hari antara pukul 05.00 -- 07.00  Di atas itu biasanya sudah ada matahari jadi panas  Biaya ngecamp juga terjangkau 15 ribu per orang, biaya parkir mobil 5000 tiket masuk 2500, uang listrik 15.000  Fasilitas standar tempat camping, ada air, kamar mandi, listrik.  Sedikit saran karena ada sebagian tanah untuk mendirikan tenda berbatu, bisa bawa alas ala kadarnya dari rumah misalnya kasur palembang atau alas yang lain..  Bapak penjaganya semuanya ramah dan baik melayani dengan maksimal dan sepenuh hati.",2025-12-17
4,2 tahun lalu,Pemandangan asyiiiik.. Toilet kurang nyaman.. kebersihan semoga bisa d upayakan lbh baik.,2025-12-17
5,2 tahun lalu,"Sangat direkomendasikan untuk nge-camp disini! Teruntuk sanak sekalian yang ingin jeda sejenak dari aktivitas perkuliahan ataupun dunia pekerjaan. Tersedia toilet yang cukup bersih, serta mushalla bagi para …",2025-12-17
4,2 tahun lalu,Lumayan menarik. Fasilitas mandi dan toilet tersedia. Cuma kayu-kayu lantai panggung banyak yang lapuk. Bisa kejeblos kalau tidak hati-hati,2025-12-17
5,2 tahun lalu,"Tempat favorit buat nyunrise, yg mau camping juga bisa tarif 15k /org.",2025-12-17
5,2 tahun lalu,Wisata yg di wilayah Mangunan Waktu mabur oke banget pemandangan nya.. Suasana yang dingin ala pegunungan.. Dan penduduk sekitar wow banget...ramah santun dengan khas gaya Jogja..top Sayaang gak sempat ambil foto..,2025-12-17
4,2 tahun lalu,"Setelah semalaman riset beberapa spot berburu sunrise di Jogja yang bagus dan nggak terlalu jauh dari kota, jatuhlah pilihan ke sini. Tebing Watu Mabur. Namanya cukup unik, seperti spot-spot serupa di sekitar sini.  Berangkatlah kami pukul 3.50 dari Condong Catur demi bisa dapat best moment sunrise yang kata reviu sih kudu nyampe sini jam 5.00.  Perjalanan lancar sih, lewat Janti ke selatan ngikutin ring road terus sampe perempatan Terminal Giwangan belok kiri menuju Jalan Imogiri Timur. Karena kami ngikutin Google Maps, yaudah tinggal ikutin instruksi Mbak Gmaps aja. Pointnya udah pas kok sampe lokasinya.  Jalurnya bagus, sudah aspal semua. Pake mobil nyaman, yang penting kondisi prima karena tanjakan lumayan curam dan panjang. Ketika menjelang tanjakan, sudah ada plang instruksi gunakan gigi rendah+matikan AC. Ikutin aja, demi kenyamanan dan kelancaran nanjak.  Singkatnya, sampailah kami di Watu Mabur. Bayar tiket masuk per orang Rp2.500,- dan parkir mobil Rp5.000,-. Sangat terjangkau kan. Perjalanan kami sekitar 50 menit aja. Karena belum sholat subuh, jadi kami sholat dulu. Tenang, ada mushola dan toilet juga cukup bersih. Parkir mobil luas, parkir motor ada atapnya.  Selesai sholat, beli kopi dulu di warung, terus menuju spot menanti sunrise. Ternyata sudah ada banyak dome. Iya, di sini bisa camping juga lho. Cukup bisa menampung banyak tenda. Bisa bawa campervan juga. Lupa nggak nanya bayarnya berapa kalau mau camping. Bisa sewa tenda juga dan kalau perlu listrik bisa disambungin pake kabel. Tentu ada extra charge.  Oke, menurut forecasting dari AccuWeather, sunrise di sini harusnya pukul 5.40 tapi cuaca pagi itu sepertinya kurang berpihak pada kami. Menunggu sejam, nambah setengah jam lagi, eh masih aja berkabut. Kami nggak beruntung pagi itu lihat sunrise di Watu Mabur.  Semoga berikutnya bisa dapat golden sunrise di atas lautan kabut Kali Oya di sini deh. Bakal datang lagi, dan ingin cobain ngecamp juga.",2025-12-17
5,2 tahun lalu,"Sangat direkomendasikan untuk nge-camp disini! Teruntuk sanak sekalian yang ingin jeda sejenak dari aktivitas perkuliahan ataupun dunia pekerjaan. Tersedia toilet yang cukup bersih, serta mushalla bagi para pengunjung yang ingin senantiasa beribadah dimanapun tempatnya. Tenda dan segala peralatannya bisa dipesan ditempat. Jika kebetulan kurang persiapan dan tidak membawa bahan makanan, tersedia warung-warung makanan dengan menu yang masih sederhana. Namun, akan lebih baiknya jika segala persiapan telah dilakukan dengan matang. Pemandangan yang disajikan tidak akan menghianati rasa lelah anda selama berkendara menuju lokasi.",2025-12-17
5,2 tahun lalu,"Tempat Camping yg aman, nyaman, dan menyenangkan; Kamar mandi bersih Ada air dan Listrik yg bisa diakses dekat tenda Warung 24 Jam Mushola Banyak spot foto yg instagrameble  Pemandangan nya alam yg indah sekali  Staf Ramah, dan On 24 jam  Jam 4 pagi banyak pengunjung datang utk menikmati Sunrise, sayang hari itu cuaca agak kurang bagus  Terimakasih Watu mabur Mangunan  Terimakasih Jogja 🥰",2025-12-17
4,Diedit 2 tahun lalu,.sebenarnya saat  paling nyaman dan benar² bisa menikmati tempat ini adalah  bukan saat weeknd 😄 krn dipastikan full wisatawan.. datanglah pagi  dari jam 5.30 sampe 07.00  agar maksimal dalam menikmati sunrise …,2025-12-17
5,2 tahun lalu,👍 …,2025-12-17
5,2 tahun lalu,"Akses ke warung makan/kebutuhan sehari2 sangat dekat,teras ruang santai berkumpul melepas penat jg luas,👍 …",2025-12-17
5,Diedit 2 tahun lalu,"Awalnya kami ingin berkemah di tempat ini...tetapi sayangnya semua tenda sudah dipesan. Kemudian kami mencari tempat lain di dekatnya....pagi-pagi sekali kami mengunjungi Watu Mabur untuk melihat matahari terbenam, tetapi terlalu berkabut …",2025-12-17
3,2 tahun lalu,Tempat yg lumayan utk foto2,2025-12-17
5,Diedit 2 tahun lalu,"Awalnya kami ingin berkemah di tempat ini...tetapi sayangnya semua tenda sudah dipesan. Kemudian kami mencari tempat lain di dekatnya....pagi-pagi sekali kami mengunjungi Watu Mabur untuk melihat matahari terbenam, tetapi terlalu berkabut sehingga kami tidak dapat melihat matahari terbenam. Pengemudi jip mengatakan bahwa ada sungai dan awan menyebar di bawah kami yang tidak dapat kami lihat karena kabut. Mungkin lain kali kami dapat kembali ke sana....",2025-12-17
5,2 tahun lalu,"Cocok untuk camping ceria, bisa bawa tenda sendiri  atau menyewa tenda di lokasi. Jika sore datang, bisa dapat pemandangan sunset dan jika sunris datang di waktu jam 5 pagi",2025-12-17
5,2 tahun lalu,"Direkomendasikan untuk berkemah (atau glamping) dan berburu matahari terbit,, pemandangan alam terbaik,, udara segar,, jalan yang mudah diakses meskipun ketinggian menjadi tantangan,, fasilitas yang disediakan: toilet, mushola, area parkir yang luas, beberapa warung makan.",2025-12-17
5,2 tahun lalu,"Tempat dan penataan yg baik, yg luarbiasa view pegunungan dan sungai",2025-12-17
5,2 tahun lalu,"Pemandangan indah, lahan luas bisa camping juga. Betah berlama² disini😁",2025-12-17
5,2 tahun lalu,Pemandangan yang indah,2025-12-17
5,2 tahun lalu,Pemandangan yang sempurna!!!! Tempat yang kurang dikenal,2025-12-17
5,2 tahun lalu,Bagus... masyaallah...,2025-12-17
5,2 tahun lalu,Tempat yang cocok untuk camping dengan spot sunrise yang cantik untuk jalan masuk nya lumayan sulit jika memakai mobil karena jalan setapak,2025-12-17
5,2 tahun lalu,"Tempat yang bagus untuk melihat matahari terbit. Berlatar belakang pegunungan, sungai, dan kabut di pagi hari. Terdapat pendopo, gazebo, spot foto, toilet dan beberapa warung",2025-12-17
4,2 tahun lalu,Kunjungan sambil Ngopi di ketinggian sambil lihat jalur aliran sungai,2025-12-17
4,2 tahun lalu,Asik. Bersih. Nyaman buat camping,2025-12-17
5,2 tahun lalu,"Tempatnya indah, tentram, dan cocok untuk menenangkan diri. Apa lagi ngecamp bareng ayangg :v",2025-12-17
5,2 tahun lalu,Suasana nya menyejukkan,2025-12-17
4,2 tahun lalu,Okeeeee,2025-12-17
5,2 tahun lalu,"Parkir mobil 5K HTM perorang 15K Ada warung buka 24 jam, isinya jualan snack, mie instan+telor, minuman. …",2025-12-17
1,2 tahun lalu,"bayar parkir tapi ga difasilitasi, padahal tempat masih luas tapi motor tetap di tempatkan di luar, apalagi pas hujan",2025-12-17
5,2 tahun lalu,"Sampe lokasi jam 3 pagi dan masih rame yang dateng.View atas awanya okee,sayangnya pas sunsire malah mager keluar tenda 🤣 fasilitas lengkap,penjaga loket ramah,warung 24 jam",2025-12-17
3,2 tahun lalu,Tempat yg nyaman untuk mengagumi ciptaan Allah SWT...,2025-12-17
5,2 tahun lalu,Pemandangan yang bagus..bisa buat camping,2025-12-17
5,2 tahun lalu,Tempat yang nyaman...👍 …,2025-12-17
5,2 tahun lalu,"Toilet banyak, ada mushola, warung makan kecil kecilan, pendopo bisa untuk aula atau tempat sekretariat kalau acaranya besar dan banyak pesertanya. Tempatnya luas bersih, parkir ada. Bisa pesan minum teh untuk rombongan. View ga pernah …",2025-12-17
5,2 tahun lalu,"Parkir mobil 5K HTM perorang 15K Ada warung buka 24 jam, isinya jualan snack, mie instan+telor, minuman. Lokasi tersembunyi relatif masih alami, suasana tenang kalo weekday, rame klo weekend, jgn berharap bisa tidur nyenyak kalo weekend kesini, rame suara tetangga ngecamp & pengunjung yg datang malam2.",2025-12-17
5,2 tahun lalu,"Toilet banyak, ada mushola, warung makan kecil kecilan, pendopo bisa untuk aula atau tempat sekretariat kalau acaranya besar dan banyak pesertanya. Tempatnya luas bersih, parkir ada. Bisa pesan minum teh untuk rombongan. View ga pernah gagal cocok liat sunrise. Camp ground luas. Lokasi mudah di jangkau, jalan sudah halus dan cukup luas untuk mobil masuk.",2025-12-17
5,2 tahun lalu,"Masih dalam proses pengerjaan, tetapi penduduk setempat sangat ramah dan tenang dibandingkan dengan tempat pengamatan di dekatnya. Saya mendoakan yang terbaik untuk mereka semua.",2025-12-17
4,2 tahun lalu,"Kesana ketika malam harinya hujan, jadi pemandangan hamparan awan yang diharapkan tidak dijumpai...",2025-12-17
5,2 tahun lalu,"Puas deh bisa nurutin anak camping. Tempatnya nyaman meski hujan krn dpt priorty location. Toilet dekat, air bagus, ada tambahan listrik dg bayar 15 rb. Persewaan tenda ada 75rb tinggal masuk. Disaranka datang pd musim  kemarau biar bisa lihat Sunrise  yg cantik tdk tertutup mendung. Pokoknya recomended buat keluarga",2025-12-17
5,2 tahun lalu,Pemandangan spektakuler meskipun hari mendung.,2025-12-17
4,2 tahun lalu,"Tempate agak melipir . Maps akurat disarankan datang bukan dimusim penghujan karna bisa aja kecewa dapetnya kabut . Untuk htm permotor jika berdua bayar 7K include parkir . toilet 2k - 5k . Tempat bisa dijadikan pilihan buat camp karna banyak juga yang camp bawa jeep , motor , dan lain- lain . kebersihan 7/10 dan lumayan dingin jadi jangan lupa bawa jaket yang tebal untuk yang tidak terbiasa dingin . perjalanan dari parkir ke tempat view cukup dekat . Dan ada warung jual makanan tapi saran bawa minum dan makan dri rumah . Semoga membantu 😉👋👋👋👋",2025-12-17
3,2 tahun lalu,Mushola dan MCK kurang terawat,2025-12-17
5,2 tahun lalu,Mengandalkan google maps walaupun nyasar sampai juga tapi waktunya ga pas karena tidak dapat kabut,2025-12-17
5,2 tahun lalu,"Tempat sangat terawat ,bersih....Camp Ground Luas ada penginapan Juga Bagi yang tidak suka Tenda... Penjaga dan Pengelola sangat Ramah² sekali.... …",2025-12-17
5,2 tahun lalu,"Spot untung camping dan glamping yang bagus sekali pemandangannya, menghadap tebing jurang dan ada sungai, sehingga terdengar pula suara aliran air. Spot menghadap timur, jadi sangat cocok untuk berburu sunrise. dipagi hari kabut akan mengisi celah tebing, sehingga menimbulkan efek seperti diatas awan. Untuk spot glamping biayanya 500k / malam. Untuk camping 15k/orang di area yg terpisah dari spot glamping. Pengelola juga menyediakan peralatan camping bila tidak ingin bawa sendiri. Parkir kendaraan 5000, tiket masuk diluar biaya camping 2500/orang. Tersedia mushola dan warung 24 jam di area camping. Pengurusnya sangat ramah. Mungkin kedepannya akan kesini lagi. Tips : jangan percaya google maps, bertanya ke warga sekitar lebih dapat dipercaya.",2025-12-17
5,3 tahun lalu,"Suka banget sama tempat ini, pemandangan pagi yang istimewa",2025-12-17
5,2 tahun lalu,"Tempat sangat terawat ,bersih....Camp Ground Luas ada penginapan Juga Bagi yang tidak suka Tenda... Penjaga dan Pengelola sangat Ramah² sekali.... Bisa Di coba Bagi yg belum pernah Kesini....banus Pemandangan Yang Bagus kalo tidak Kabut....sayang kemaren kesini paginya Kabut...",2025-12-17
5,3 tahun lalu,spot sunrise berselimut kabut,2025-12-17
4,Diedit 3 tahun lalu,Kesini sebelum jam 5 pagi asik dehh,2025-12-17
5,3 tahun lalu,"Tempat camping dengan pemandangan yg lengkap ada gunung,suangai,paginya da sunrise d sertai kabut. Tapi kalo camping mau tambah listrik bayar lagi ya 20k",2025-12-17
5,3 tahun lalu,Pemandangan alam indah,2025-12-17
4,3 tahun lalu,"Datang jam 5 pagi berkabut. Jam 7 baru ada matahari Fasilitas cukup bagus, toilet baru tapi kurang bersih karena tanah bekas sepatu. Ya masih bisa dimaklumi. Parkir luas.",2025-12-17
4,3 tahun lalu,"Salah satu hidden spot di daerah Mangunan, Kabupaten Bantul. Hanya 25-30 menit dari pusat Kabupaten Bantul dan 45-60 menit dari pusat Kota Yogyakarta. Nilai daya tarik tempat ini adalah pemandangan perbukitan dan Sungai Oyo dari atas. View kabut bisa dilihat di pagi hari yang tidak kalah jauh bagusnya dari Kebun Buah Mangunan. Tiket retribusi murah hanya Rp2.500 per kepala dan parkir motor Rp2000  Tempat ini juga bisa digunakan untuk camping dan mendirikan tenda dengan nuansa malam yang apik ditemani bintang. Tempat camping bersih dan terdapat gezebo kecil dan pendopo cukup besar. Tempat sampah ditempatkan dengan baik. Dan ada warung makan yang dibuka oleh penduduk sekitar  Hal yang dapat ditingkatkan dari tempat ini adalah ketersediaan kamar mandi yang masih minim dan kebersihan toilet dan mushola yang kurang. Untuk akses menuju tempat ini sudah baik dengan arah penanda cukup jelas. Sangat rekomendasi untuk spot healing dan melepas penat dari belajar atau pekerjaan.",2025-12-17
4,3 tahun lalu,"Bagus viewnya,,adem asri lumayan bersih..cuman jauh",2025-12-17
5,3 tahun lalu,Bagus sih kalo pagi madih ada kabutnya,2025-12-17
5,3 tahun lalu,"Negara awan, suka banget",2025-12-17
4,3 tahun lalu,Perkemahan yang bagus di sini dan di tempat ini tersedia glamping,2025-12-17
5,3 tahun lalu,Sungai awan yg indan lanjut Sunrice yg mempesona,2025-12-17
5,3 tahun lalu,"Mantap sekali..kalau nyari ketenangan,jangan datang di akhir pekan..",2025-12-17
5,3 tahun lalu,"cocok buat camp , sewa alat tergolong murah",2025-12-17
5,3 tahun lalu,"View sangat keren dan tempatnya cukup luas, tersedia toilet, mushola, dan warung. …",2025-12-17
5,3 tahun lalu,"Tempat wisata di daerah mangunan yg pengelolanya warga sekitar, tempat bersih, banyak tersedia tempat sampah di setiap sudut. Ada area untuk berkemah & glamping yang cukup asik. Pengelola ramah & membantu 👍🏻 …",2025-12-17
5,3 tahun lalu,"Tempat wisata di daerah mangunan yg pengelolanya warga sekitar, tempat bersih, banyak tersedia tempat sampah di setiap sudut. Ada area untuk berkemah & glamping yang cukup asik. Pengelola ramah & membantu 👍🏻",2025-12-17
4,3 tahun lalu,keseell pend,2025-12-17
5,3 tahun lalu,"Cocok banget buat camping, fasilitas toilet, mushola, pendopo, warung bahkan glampingnya pun ada",2025-12-17
3,3 tahun lalu,"pemandangan superb, ga mengecewakan 🤩 hanya saja pelayanan kurang, yg nyariin tempat kurang ramah dan kami tidak diberi fasilitas colokan listrik, padahal ternyata untuk rombongan lain dapat. mungkin harus diingatkan baru dapat. toilet lumayan jauh. ada mushola. dan yg terpenting disini tidak ada larangan menggunakan speaker aktif.",2025-12-17
5,3 tahun lalu,"Tiket masuk terjangkau hanya 5ribu, parkir gratis, ada musholla, kamar mandi, dan warung. Untuk akses jalan menuju lokasi aspal, namun terdapat beberapa jalan yang lumayan curam. Recommended ✨",2025-12-17
5,3 tahun lalu,"Tempat yang hebat, kita yang hebat.",2025-12-17
5,3 tahun lalu,"View sangat keren dan tempatnya cukup luas, tersedia toilet, mushola, dan warung.  Kendaraan bisa parkir dekat tenda  Camp 15k Htm 2.5k Listrik 20k (opsional) Parkir 5k",2025-12-17
5,3 tahun lalu,Yaman,2025-12-17
5,3 tahun lalu,Lokasi cam yg bagus sekali tempat nya luas fasilitas lengkap kalau pagi bisa melihat sunrise akses jalan cocok sekali buat yg suka goes jalur nanjak udara sejuk rekomended sekali buat refreshing dan camping,2025-12-17
5,3 tahun lalu,Cocok buat camping,2025-12-17
1,3 tahun lalu,"Cara marketing jahat, harga tidak logis",2025-12-17
2,3 tahun lalu,"Fasilitas lengkap cuman sayang air di mushola mati,informasi harga tidak tertulis dengan jelas di spot,penjaga gak ada saat malam jadi di minta biaya saat pagi2 lumayan kaget juga saat di tarik retribusi. Saran saya di beri info harga yang jelas biar yang sudah di situ tau biayanya,lebih bagus lagi kalau di beri penjaga saat malam",2025-12-17
1,3 tahun lalu,Pengelolaan sangat buruk untuk warga lokal. Harga tiket tidak masuk akal Untuk warga lokal!,2025-12-17
1,3 tahun lalu,Sudah bayar kok di suruh turun Haduh pak,2025-12-17
5,3 tahun lalu,Josssss,2025-12-17
4,3 tahun lalu,"Tempatnya luas, bersih, toiletnya bersih, akses air gampang, dan ada warung yg buka 24 jam.",2025-12-17
5,3 tahun lalu,Pemandangannya cantik...,2025-12-17
5,3 tahun lalu,Fasilitas lengkap Kamar mandi bersih Tempat camp juga bersih …,2025-12-17
5,3 tahun lalu,"View keren terutama sunrise, wajib dikunjungi",2025-12-17
4,3 tahun lalu,"Tempat nginep dengan view super cantik, harga cukup terjangkau karna bisa sewa 24 jam, penjaga dan orang² disana super ramah dan baik. But, untuk lokasi emang harus ada effort dikit karna agak masuk masuk. Meskipun gitu tetep rekomen.",2025-12-17
5,3 tahun lalu,Saya datang setelah jam 12 siang. Tempatnya sepi …,2025-12-17
4,3 tahun lalu,"tempatnya asik pemandangan juga bagus. tiket kemping 15k, parkirmotor 4k",2025-12-17
5,3 tahun lalu,"Fasilitas lengkap Kamar mandi bersih Tempat camp juga bersih Mushola deket, air utk cuci juga berlimpah. HTM @15rb Utk pemakaian listrik nambah 20rb.  Pasti nanti kembali lagi ke sini 🥰🥰🥰🥰",2025-12-17
2,3 tahun lalu,tempat mati,2025-12-17
5,3 tahun lalu,"Kerenn, gratiss, dekat rumah",2025-12-17
5,3 tahun lalu,Satu kompleks dengan bukit panguk..area camp.  Suguhan kabut pagi hari yang mempesona,2025-12-17
5,3 tahun lalu,"Yang mw nyari camp disamping mobil.. jawab petugas setempatnya, ""Sangat bisa.."" Akses jalan menuju lokasi skg udah baik... toilet, air, mushola, kayu bakar, warung 24jam ada... …",2025-12-17
5,3 tahun lalu,MANTEP,2025-12-17
3,3 tahun lalu,"Pemandangan bagus, losss",2025-12-17
5,3 tahun lalu,"View nya luar biasa , tiap jam selalu berbeda Pengalaman yg luar biasa menurut ku. suara kicauan burung rame di pagi hari. Buat healing cucok meong 😍 Cuma sayang toilet nya tidak private 😩. Jadi mengurangi kenyamanan ✍🏻",2025-12-17
5,3 tahun lalu,pilih paket jeep tour sdh dapat bbrp spot wisata lainnya keren lah...salah sarunya waru mabur ini,2025-12-17
5,3 tahun lalu,keren..,2025-12-17
5,3 tahun lalu,"Saya datang setelah jam 12 siang. Tempatnya sepi  Petugas tiketnya sangat ramah dan baik Tiket mobil 5000 Tiket per orang 2500  Begitu masuk byk warung berjejer dan ada mushola.  Lokasinya bersih ada gasebo dan tempat duduk dari susunan batu  Dan yg paling spesial adalah VIEW JAJARAN BUKIT yang indah sekali Ditengah2 ada sungai yang meliuk, MasyaAllah lukisan Allah  Cocok bgt untuk healing dan picnic. Saran saya kalau bawa balita dipakaikan jacket, karena anginnya dingin dan sangat kencang.  Tersedia juga sarana glamping dan memyediakan area camping.  Disini cukup ramai di akhir pekan utk camping.  Minusnya, mushola tidak terawat dan lantai kotor.  Toiletnya bersih",2025-12-17
5,3 tahun lalu,"Yang mw nyari camp disamping mobil.. jawab petugas setempatnya, ""Sangat bisa.."" Akses jalan menuju lokasi skg udah baik... toilet, air, mushola, kayu bakar, warung 24jam ada... disamping ada spot foto dan glamping.. ada juga ""panggung"" buat foto2 dan bisa buat camping di atas panggung... tanahnya keras dr kapur jadi g bs pake patok... langsung dateng aja, udah ada petugas tiket dilokasi.",2025-12-17
4,3 tahun lalu,"Nyaman, sejuk, dan asri buat wisata keluarga.",2025-12-17
1,3 tahun lalu,"Tempatnya bagus, makanya kami memilih tempat ini untuk mengilangkan penat dengan rencana menyewa glamping. Tapi ternyata mengecewakan, sudah DP jauh jauh hari dan ahirnya di batalkan sepihak di hari H ketika kami sudah sampai lokasi. karena …",2025-12-17
1,3 tahun lalu,"Tidak rekomen untuk glamping, pelayanan mengecewakan sudah sampai sana booking dibatalkan sepihak, padahal sudah booking dp namun tetap bisa dipesan dadakan oleh kalangan menengah ke atas",2025-12-17
5,3 tahun lalu,Sempurna,2025-12-17
5,3 tahun lalu,Tempat yang nyaman,2025-12-17
5,3 tahun lalu,"Tempat yang oke sekali buat camping karena bisa bangun tenda disamping mobil langsung dan pemandangan yang disuguhkan sangat istimewa, fasilitas toilet, mushola dan warung makan tersedia jadi tidak perlu bingung. Direkomendasikan untuk yang berkeluarga dan ingin camping tanpa perlu ribet. Untuk tenda tidak perlu bingung karena pengelola tempat juga sudah menyediakan penyewaan tenda 👍",2025-12-17
1,3 tahun lalu,"Tempatnya bagus, makanya kami memilih tempat ini untuk mengilangkan penat dengan rencana menyewa glamping. Tapi ternyata mengecewakan, sudah DP jauh jauh hari dan ahirnya di batalkan sepihak di hari H ketika kami sudah sampai lokasi. karena lokasi ternyata sudah full dibatalkan dengan alasan kami datangnya paling ahir ( setau saya jika sudah boking dan DP itu diprioritaskan ternyata tidak ) jadi sangat mengecewakan sekali sangat sangat tidak sopan dan bisa masuk kategori pelayanan tidak profesional .",2025-12-17
5,3 tahun lalu,Tempat yang bagus 😊👍 …,2025-12-17
4,3 tahun lalu,Bagus view nya,2025-12-17
3,3 tahun lalu,Tempat yg bagus buat mencari Sunrise,2025-12-17
5,Diedit 3 tahun lalu,"Recommended buat liat pemandangan indah, perjalanan cukup jauh namun disuguhi pemandangan luar biasa",2025-12-17
3,3 tahun lalu,"Viewnya bagus, tempat parkir luas. Sayangnya belum dimanfaatkan secara maksimal dan lahannya cukup gersang. Ada tempat camp juga dan sepertinya masih banyak spot foto lain.",2025-12-17
5,Diedit 3 tahun lalu,"18-04-2021 Sangat bagus untuk melihat matahari terbit , apa lagi sambil ngecamp",2025-12-17
5,Diedit 3 tahun lalu,Salah satu rekomendasi tempat sunrise selain kebun buah Mangunan...,2025-12-17
3,3 tahun lalu,Pemandangan alam luar biasa!!! Sayangnya masih belum dikembangkan secara optimal. Akses terpencil dan minim petunjuk. Berpotensi,2025-12-17
5,3 tahun lalu,"Tempat nyaman buat camping, fasilitas komplit dan murah. bonus pemandangan yang indah",2025-12-17
5,3 tahun lalu,Bagus tapi harus ttp cek cuaca biar daper kabut yang pas Cukup bayar parkir saja✅,2025-12-17
4,Diedit 3 tahun lalu,"Negeri atas awan, bisa ngecamp disana",2025-12-17
5,3 tahun lalu,View bagus Indah,2025-12-17
5,3 tahun lalu,Tempatnya indah,2025-12-17
